Year,short_name,long_name,age,nationality,club,overall,potential,eff_overall,player_positions,team_position,contract_valid_until
2019,M. Yoshida,Maya Yoshida,29,Japan,Southampton,75,75,75,CB,SUB,2020
2019,J. Stephens,Jack Stephens,24,England,Southampton,74,80,76,CB,SUB,2022
2019,S. Davis,Steven Davis,33,Northern Ireland,Southampton,74,74,74,"CM, CAM, CDM",SUB,2019
2019,S. Long,Shane Long,31,Republic of Ireland,Southampton,74,74,74,ST,SUB,2020
2019,A. Gunn,Angus Gunn,22,England,Southampton,71,83,74,GK,SUB,2023
2019,J. Bednarek,Jan Bednarek,22,Poland,Southampton,71,80,73,CB,SUB,2022
2019,M. Targett,Matt Targett,22,England,Southampton,70,79,72,"LB, LWB",SUB,2022
2019,S. Gallagher,Sam Gallagher,22,England,Southampton,69,78,71,"ST, LM",RES,2021
2019,J. Rose,Jack Rose,23,England,Southampton,63,71,65,GK,RES,2020
2019,M. Obafemi,Michael Obafemi,17,Republic of Ireland,Southampton,62,77,65,ST,RES,2019
2019,C. Klarer,Christoph Klarer,18,Austria,Southampton,61,77,65,CB,RES,2019
2019,Y. Valery,Yan Valery,19,France,Southampton,61,70,63,"RB, RWB",RES,2020
2019,C. Slattery,Callum Slattery,19,England,Southampton,60,77,64,CAM,RES,2020
2019,D. N'Lundulu,Dan N'Lundulu,19,England,Southampton,60,72,63,ST,RES,2018
2019,T. Johnson,Tyreke Johnson,19,England,Southampton,60,71,63,RM,RES,2020
2019,B. Rowthorn,Ben Rowthorn,19,England,Southampton,60,69,62,CM,RES,2019
2019,K. Hansen,Kornelius Hansen,17,Norway,Southampton,59,72,62,CAM,RES,2019
2019,H. Kane,Harry Kane,24,England,Tottenham Hotspur,89,92,90,ST,ST,2024
2019,C. Eriksen,Christian Eriksen,26,Denmark,Tottenham Hotspur,88,91,89,"CAM, RM, CM",RM,2020
2019,H. Lloris,Hugo Lloris,31,France,Tottenham Hotspur,88,88,88,GK,GK,2022
2019,J. Vertonghen,Jan Vertonghen,31,Belgium,Tottenham Hotspur,87,87,87,CB,LCB,2019
2019,T. Alderweireld,Toby Alderweireld,29,Belgium,Tottenham Hotspur,85,86,86,CB,RCB,2020
2019,D. Alli,Dele Alli,22,England,Tottenham Hotspur,84,90,86,CAM,CAM,2022
2019,D. Sanchez,Davinson Sanchez,22,Colombia,Tottenham Hotspur,84,89,85,CB,SUB,2024
2019,H. Son,Son Heung-Min,25,Korea Republic,Tottenham Hotspur,84,85,85,"LM, ST",LM,2023
2019,M. Dembele,Moussa Dembele,30,Belgium,Tottenham Hotspur,84,84,84,"CM, CDM",LDM,2019
2019,Lucas Moura,Lucas Moura,25,Brazil,Tottenham Hotspur,82,83,83,"RM, LM",SUB,2023
2019,K. Trippier,Kieran Trippier,27,England,Tottenham Hotspur,82,82,82,"RB, RWB",RB,2022
2019,S. Aurier,Serge Aurier,25,Ivory Coast,Tottenham Hotspur,81,84,82,RB,SUB,2022
2019,B. Davies,Ben Davies,25,Wales,Tottenham Hotspur,81,84,82,"LB, LWB",LB,2021
2019,E. Dier,Eric Dier,24,England,Tottenham Hotspur,80,84,81,"CDM, CB",RDM,2021
2019,V. Wanyama,Victor Wanyama,27,Kenya,Tottenham Hotspur,80,82,81,"CDM, CM",SUB,2021
2019,E. Lamela,Erik Lamela,26,Argentina,Tottenham Hotspur,80,81,81,"RM, LM",SUB,2022
2019,D. Rose,Danny Rose,27,England,Tottenham Hotspur,80,80,80,"LB, LWB",SUB,2021
2019,M. Vorm,Michel Vorm,34,Netherlands,Tottenham Hotspur,78,78,78,GK,SUB,2019
2019,Llorente,Fernando Llorente,33,Spain,Tottenham Hotspur,77,77,77,ST,SUB,2019
2019,H. Winks,Harry Winks,22,England,Tottenham Hotspur,76,85,78,"CM, CDM",SUB,2023
2019,V. Janssen,Vincent Janssen,24,Netherlands,Tottenham Hotspur,76,80,77,ST,RES,2020
2019,M. Sissoko,Moussa Sissoko,28,France,Tottenham Hotspur,76,76,76,"CM, RM, CDM",SUB,2021
2019,J. Foyth,Juan Foyth,20,Argentina,Tottenham Hotspur,70,85,73,CB,SUB,2022
2019,P. Gazzaniga,Paulo Gazzaniga,26,Argentina,Tottenham Hotspur,70,74,71,GK,RES,2022
2019,K. Walker-Peters,Kyle Walker-Peters,21,England,Tottenham Hotspur,69,80,72,"RB, LB",SUB,2021
2019,L. Amos,Luke Amos,21,England,Tottenham Hotspur,65,79,68,"CM, CDM",RES,2021
2019,O. Skipp,Oliver Skipp,17,England,Tottenham Hotspur,64,83,68,"CDM, CM",RES,2021
2019,T. Oakley-Boothe,Tashan Oakley-Boothe,18,England,Tottenham Hotspur,64,81,68,"CM, CDM",RES,2021
2019,J. Tanganga,Japhet Tanganga,19,England,Tottenham Hotspur,62,80,66,CB,RES,2019
2019,A. Georgiou,Anthony Georgiou,21,Cyprus,Tottenham Hotspur,62,75,65,"LM, LB",RES,2020
2019,K. Sterling,Kazaiah Sterling,19,England,Tottenham Hotspur,61,75,64,ST,RES,2021
2019,S. Harrison,Shayon Harrison,20,England,Tottenham Hotspur,61,74,64,"ST, LM, RM",RES,2019
2019,B. Austin,Brandon Austin,19,England,Tottenham Hotspur,57,70,60,GK,RES,2019
2019,A. Doucoure,Abdoulaye Doucoure,25,France,Watford,81,87,83,"CDM, CM",LDM,2023
2019,Deulofeu,Gerard Deulofeu,24,Spain,Watford,81,83,82,"RM, LM, RW",SUB,2023
2019,R. Pereyra,Roberto Pereyra,27,Argentina,Watford,79,79,79,"LM, CAM, CM",LM,2021
2019,C. Kabasele,Christian Kabasele,27,Belgium,Watford,78,80,79,CB,RCB,2021
2019,W. Hughes,Will Hughes,23,England,Watford,77,83,79,"CM, CAM",RM,2022
2019,Gomes,Heurelho Gomes,37,Brazil,Watford,77,77,77,GK,SUB,2019
2019,B. Foster,Ben Foster,35,England,Watford,77,77,77,GK,GK,2020
2019,E. Capoue,Etienne Capoue,29,France,Watford,77,77,77,"CDM, CM",RDM,2022
2019,J. Holebas,Jose Holebas,34,Greece,Watford,77,77,77,"LB, LWB",LB,2020
2019,T. Deeney,Troy Deeney,30,England,Watford,77,77,77,ST,LS,2021
2019,D. Janmaat,Daryl Janmaat,28,Netherlands,Watford,77,77,77,"RB, RWB",RB,2020
2019,N. Chalobah,Nathaniel Chalobah,23,England,Watford,76,82,78,"CDM, CM",SUB,2022
2019,Kiko Femenía,Kiko Femenia,27,Spain,Watford,76,77,77,"RB, RWB, RM",SUB,2021
2019,T. Cleverley,Tom Cleverley,28,England,Watford,76,76,76,"CM, CAM",SUB,2022
2019,A. Gray,Andre Gray,27,England,Watford,75,76,76,ST,RS,2022
2019,S. Prodl,Sebastian Prodl,31,Austria,Watford,75,75,75,CB,SUB,2021
2019,M. Zeegelaar,Marvin Zeegelaar,27,Netherlands,Watford,75,75,75,"LB, LWB",SUB,2021
2019,Marc Navarro,Marc Navarro,22,Spain,Watford,74,81,76,RB,RES,2023
2019,A. Masina,Adam Masina,24,Italy,Watford,74,79,75,LB,SUB,2023
2019,Y. Kaboul,Younes Kaboul,32,France,Watford,74,74,74,CB,RES,2019
2019,A. Mariappa,Adrian Mariappa,31,Jamaica,Watford,74,74,74,"CB, RB",SUB,2020
2019,S. Okaka,Stefano Okaka,28,Italy,Watford,74,74,74,ST,SUB,2021
2019,C. Cathcart,Craig Cathcart,29,Northern Ireland,Watford,74,74,74,"CB, RB",RES,2021
2019,M. Britos,Miguel Britos,32,Uruguay,Watford,74,74,74,CB,LCB,2019
2019,A. Penaranda,Adalberto Penaranda,21,Venezuela,Watford,73,81,75,"ST, CAM, LM, RM",RES,2020
2019,I. Success,Isaac Success,22,Nigeria,Watford,73,80,75,"RM, LM, ST",SUB,2021
2019,K. Sema,Ken Sema,24,Sweden,Watford,71,75,72,"LM, RM",SUB,2023
2019,P. Dahlberg,Pontus Dahlberg,19,Sweden,Watford,67,80,70,GK,RES,2023
2019,J. Mukena,Joy Mukena,18,Belgium,Watford,60,74,63,CB,RES,2019
2019,B. Wilmot,Ben Wilmot,18,England,Watford,59,82,64,CB,RES,2023
2019,Domingos Quina,Domingos Quina,18,Portugal,Watford,59,80,64,"CM, CAM",RES,2022
2019,M. Folivi,Michael Folivi,20,England,Watford,59,74,62,ST,RES,2020
2019,A. Eleftheriou,Andrew Eleftheriou,20,England,Watford,51,62,54,"RM, RB",RES,2019
2019,Felipe Anderson,Felipe Anderson,25,Brazil,West Ham United,82,85,83,"LM, CF, RM",LM,2022
2019,M. Arnautovic,Marko Arnautovic,29,Austria,West Ham United,82,82,82,"ST, LM",ST,2022
2019,M. Lanzini,Manuel Lanzini,25,Argentina,West Ham United,81,85,82,"CAM, CM, LM",SUB,2020
2019,F. Balbuena,Fabian Balbuena,26,Paraguay,West Ham United,80,83,81,CB,RCB,2021
2019,J. Wilshere,Jack Wilshere,26,England,West Ham United,80,82,81,"CM, CAM, CDM",CAM,2021
2019,L. Fabianski,Lukasz Fabianski,33,Poland,West Ham United,80,80,80,GK,GK,2021
2019,A. Yarmolenko,Andriy Yarmolenko,28,Ukraine,West Ham United,80,80,80,"RM, RW",RM,2022
2019,J. Hernandez,Javier Hernandez,30,Mexico,West Ham United,79,79,79,ST,SUB,2020
2019,Lucas Perez,Lucas Perez,29,Spain,West Ham United,79,79,79,"ST, RM",SUB,2021
2019,A. Ogbonna,Angelo Ogbonna,30,Italy,West Ham United,78,78,78,CB,SUB,2022
2019,Adrian,Adrian,31,Spain,West Ham United,78,78,78,GK,SUB,2019
2019,Pedro Obiang,Pedro Obiang,26,Spain,West Ham United,77,80,78,"CDM, CM",SUB,2022
2019,W. Reid,Winston Reid,29,New Zealand,West Ham United,77,77,77,CB,SUB,2023
2019,A. Carroll,Andy Carroll,29,England,West Ham United,77,77,77,ST,SUB,2019
2019,C. Sanchez,Carlos Sanchez,32,Colombia,West Ham United,77,77,77,"CDM, CB",SUB,2020
2019,I. Diop,Issa Diop,21,France,West Ham United,76,86,78,CB,LCB,2023
2019,A. Masuaku,Arthur Masuaku,24,DR Congo,West Ham United,76,81,77,"LB, LWB, LM",LB,2020
2019,P. Zabaleta,Pablo Zabaleta,33,Argentina,West Ham United,76,76,76,"RB, RWB",RB,2019
2019,M. Noble,Mark Noble,31,England,West Ham United,76,76,76,"CM, CDM",RDM,2020
2019,A. Cresswell,Aaron Cresswell,28,England,West Ham United,76,76,76,"LB, CB, LWB",SUB,2021
2019,M. Antonio,Michail Antonio,28,England,West Ham United,76,76,76,"RM, ST, LM",SUB,2021
2019,R. Snodgrass,Robert Snodgrass,30,Scotland,West Ham United,75,75,75,"RM, LM",RES,2020
2019,R. Fredericks,Ryan Fredericks,25,England,West Ham United,73,77,74,RB,SUB,2022
2019,D. Rice,Declan Rice,19,Republic of Ireland,West Ham United,69,83,72,"CB, CDM",LDM,2020
2019,R. Oxford,Reece Oxford,19,England,West Ham United,68,81,71,"CB, CDM, RB",RES,2021
2019,Xande Silva,Xande Silva,21,Portugal,West Ham United,67,78,70,"ST, RM, LM",RES,2021
2019,N. Holland,Nathan Holland,20,England,West Ham United,62,77,65,"LM, RM",RES,2020
2019,M. Makasi,Moses Makasi,22,England,West Ham United,62,71,64,"CM, CDM",RES,2019
2019,N. Trott,Nathan Trott,19,England,West Ham United,59,76,63,GK,RES,2020
2019,D. Kemp,Daniel Kemp,19,England,West Ham United,58,71,61,RM,RES,2021
2019,O. Afolayan,Oladapo Afolayan,20,England,West Ham United,57,69,60,"ST, RM",RES,2021
2019,J. Pask,Josh Pask,20,England,West Ham United,57,68,60,CB,RES,2020
2019,V. Neufville,Vashon Neufville,18,England,West Ham United,56,70,59,LB,RES,2019
2019,Rui Patricio,Rui Patricio,30,Portugal,Wolverhampton Wanderers,83,83,83,GK,GK,2022
2019,Joao Moutinho,Joao Moutinho,31,Portugal,Wolverhampton Wanderers,81,81,81,"CM, CDM, CAM",RCM,2020
2019,Ruben Neves,Ruben Neves,21,Portugal,Wolverhampton Wanderers,79,87,81,CM,LCM,2023
2019,Jonny,Jonny Castro,24,Spain,Wolverhampton Wanderers,79,83,80,"LWB, LB",LWB,2019
2019,Diogo Jota,Diogo Jota,21,Portugal,Wolverhampton Wanderers,78,86,80,"LW, ST",LW,2021
2019,L. Dendoncker,Leander Dendoncker,23,Belgium,Wolverhampton Wanderers,78,84,80,"CB, CDM, CM",SUB,2019
2019,R. Jimenez,Raul Jimenez,27,Mexico,Wolverhampton Wanderers,78,79,79,ST,ST,2019
2019,W. Boly,Willy Boly,27,France,Wolverhampton Wanderers,76,79,77,CB,LCB,2021
2019,Adama Traore,Adama Traore,22,Spain,Wolverhampton Wanderers,75,86,78,"RW, RM",SUB,2023
2019,Helder Costa,Helder Costa,24,Portugal,Wolverhampton Wanderers,75,81,77,RW,RW,2020
2019,Ivan Cavaleiro,Ivan Cavaleiro,24,Portugal,Wolverhampton Wanderers,75,80,76,"RW, LW, ST",SUB,2021
2019,M. Doherty,Matt Doherty,26,Republic of Ireland,Wolverhampton Wanderers,74,77,75,RWB,RWB,2021
2019,R. Saiss,Romain Saiss,28,Morocco,Wolverhampton Wanderers,74,74,74,"CM, CDM",SUB,2020
2019,Leo Bonatini,Leo Bonatini,24,Brazil,Wolverhampton Wanderers,73,78,74,ST,SUB,2022
2019,C. Coady,Conor Coady,25,England,Wolverhampton Wanderers,73,76,74,CB,CB,2021
2019,J. Ruddy,John Ruddy,31,England,Wolverhampton Wanderers,72,72,72,GK,SUB,2020
2019,R. Bennett,Ryan Bennett,28,England,Wolverhampton Wanderers,71,72,72,CB,RCB,2020
2019,K. Hause,Kortney Hause,22,England,Wolverhampton Wanderers,67,78,70,CB,SUB,2021
2019,D. Iorfa,Dominic Iorfa,23,England,Wolverhampton Wanderers,67,71,68,"RB, CB, RWB",SUB,2019
2019,Ruben Vinagre,Ruben Vinagre,19,Portugal,Wolverhampton Wanderers,66,82,70,LWB,SUB,2023
2019,W. Norris,Will Norris,24,England,Wolverhampton Wanderers,66,71,67,GK,SUB,2021
2019,E. Ebanks-Landell,Ethan Ebanks-Landell,25,England,Wolverhampton Wanderers,66,69,67,CB,RES,2020
2019,M. Gibbs-White,Morgan Gibbs-White,18,England,Wolverhampton Wanderers,64,82,68,"CM, CAM, ST",SUB,2022
2019,J. Kitolano,John Kitolano,18,Norway,Wolverhampton Wanderers,62,77,65,LWB,RES,2021
2019,Paulo Alves,Paulo Alves,20,Portugal,Wolverhampton Wanderers,59,70,62,"CM, CAM",RES,2020
2019,B. Ashley-Seal,Bernard Ashley-Seal,19,England,Wolverhampton Wanderers,58,76,62,"ST, RW",RES,2020
2019,R. Giles,Ryan Giles,18,England,Wolverhampton Wanderers,58,76,62,"LW, LWB",SUB,2020
2019,N. Ennis,Niall Ennis,19,England,Wolverhampton Wanderers,58,75,62,ST,RES,2020
2019,Pedro Goncalves,Pedro Goncalves,20,Portugal,Wolverhampton Wanderers,58,74,62,CM,RES,2019
2019,O. Rasmussen,Oskar Rasmussen,20,Denmark,Wolverhampton Wanderers,57,71,60,"RWB, RB",RES,2019
2019,M. Kilman,Max Kilman,21,England,Wolverhampton Wanderers,56,70,59,"CB, LB, CM",RES,2020
2019,A. Harris-Sealey,Andrew Harris-Sealey,18,England,Wolverhampton Wanderers,55,67,58,RW,RES,2019
2019,C. John,Cameron John,18,England,Wolverhampton Wanderers,54,72,58,"CB, LWB",RES,2020
2020,P. Aubameyang,Pierre-Emerick Aubameyang,30,Gabon,Arsenal,88,88,88,"ST, LM",LM,2021
2020,A. Lacazette,Alexandre Lacazette,28,France,Arsenal,86,86,86,ST,ST,2022
2020,B. Leno,Bernd Leno,27,Germany,Arsenal,84,86,85,GK,GK,2023
2020,Sokratis,Sokratis Papastathopoulos,31,Greece,Arsenal,84,84,84,CB,RCB,2021
2020,M. Ozil,Mesut Ozil,30,Germany,Arsenal,84,84,84,"CAM, RW",CAM,2021
2020,N. Pepe,Nicolas Pepe,24,Ivory Coast,Arsenal,83,88,84,"RM, RW, ST",RM,2024
2020,David Luiz,David Luiz,32,Brazil,Arsenal,83,83,83,CB,LCB,2021
2020,L. Torreira,Lucas Torreira,23,Uruguay,Arsenal,82,87,83,"CDM, CM",RDM,2023
2020,Dani Ceballos,Daniel Ceballos,22,Spain,Arsenal,81,87,83,"CM, LM, CDM",SUB,2020
2020,G. Xhaka,Granit Xhaka,26,Switzerland,Arsenal,81,84,82,"CM, CDM",LDM,2021
2020,H. Mkhitaryan,Henrikh Mkhitaryan,30,Armenia,Arsenal,81,81,81,"RM, CAM, RW",SUB,2021
2020,Hector Bellerin,Hector Bellerin,24,Spain,Arsenal,80,85,81,"RB, RWB",SUB,2023
2020,S. Kolasinac,Sead Kolasinac,26,Bosnia Herzegovina,Arsenal,79,82,80,"LB, LWB",SUB,2022
2020,S. Mustafi,Shkodran Mustafi,27,Germany,Arsenal,79,81,80,CB,SUB,2021
2020,Nacho Monreal,Nacho Monreal,33,Spain,Arsenal,79,79,79,"LB, CB",LB,2020
2020,M. Elneny,Mohamed Elneny,26,Egypt,Arsenal,77,78,78,"CDM, CM",RES,2022
2020,K. Tierney,Kieran Tierney,22,Scotland,Arsenal,76,86,78,LB,SUB,2024
2020,R. Holding,Rob Holding,23,England,Arsenal,76,83,78,CB,SUB,2022
2020,M. Guendouzi,Matteo Guendouzi,20,France,Arsenal,75,86,78,"CM, CDM",SUB,2023
2020,A. Maitland-Niles,Ainsley Maitland-Niles,21,England,Arsenal,75,84,77,"RWB, RB, RM",RB,2023
2020,E. Martinez,Emiliano Martinez,26,Argentina,Arsenal,75,80,76,GK,SUB,2022
2020,C. Chambers,Calum Chambers,24,England,Arsenal,75,80,76,"CDM, CM, CB",SUB,2022
2020,R. Nelson,Reiss Nelson,19,England,Arsenal,72,85,75,"RW, LW, LM",SUB,2022
2020,K. Mavropanos,Konstantinos Mavropanos,21,Greece,Arsenal,70,82,73,CB,RES,2022
2020,Gabriel Martinelli,Gabriel Martinelli,18,Brazil,Arsenal,68,83,71,"LW, LM, ST",RES,2023
2020,J. Willock,Joseph Willock,19,England,Arsenal,67,84,71,CM,SUB,2022
2020,M. Macey,Matt Macey,24,England,Arsenal,66,72,68,GK,RES,2020
2020,B. Saka,Bukayo Saka,17,England,Arsenal,65,86,70,"LM, RM",RES,2023
2020,E. Smith Rowe,Emile Smith Rowe,18,England,Arsenal,65,83,69,"LW, RW, CAM",RES,2022
2020,K. Nwakali,Kelechi Nwakali,21,Nigeria,Arsenal,65,77,68,"CAM, CM",RES,2021
2020,Z. Medley,Zechariah Medley,18,England,Arsenal,63,81,67,"CB, LB",RES,2021
2020,R. Burton,Robbie Burton,19,Wales,Arsenal,57,75,61,"CAM, CM",RES,2021
2020,T. John-Jules,Tyreece John-Jules,18,England,Arsenal,56,74,60,ST,RES,2024
2020,T. Heaton,Tom Heaton,33,England,Aston Villa,80,80,80,GK,GK,2021
2020,Wesley,Wesley,22,Brazil,Aston Villa,79,85,81,ST,ST,2024
2020,J. Grealish,Jack Grealish,23,England,Aston Villa,77,85,79,"CAM, CM",LCM,2023
2020,Trezeguet,Trezeguet,24,Egypt,Aston Villa,77,79,78,"LW, RW",RW,2023
2020,B. Engels,Bjorn Engels,24,Belgium,Aston Villa,76,82,78,CB,RCB,2023
2020,F. Guilbert,Frederic Guilbert,24,France,Aston Villa,76,82,78,"RB, RM, CB",SUB,2023
2020,M. Nakamba,Marvelous Nakamba,25,Zimbabwe,Aston Villa,76,80,77,"CDM, CM",SUB,2024
2020,J. McGinn,John McGinn,24,Scotland,Aston Villa,75,80,76,CM,RCM,2024
2020,L. Kalinic,Lovre Kalinic,29,Croatia,Aston Villa,75,77,76,GK,SUB,2023
2020,Douglas Luiz,Douglas Luiz,21,Brazil,Aston Villa,74,84,76,"CM, CDM",SUB,2023
2020,A. El Ghazi,Anwar El Ghazi,24,Netherlands,Aston Villa,74,79,75,"LW, RW",LW,2023
2020,T. Mings,Tyrone Mings,26,England,Aston Villa,74,78,75,"CB, LB",LCB,2023
2020,J. Chester,James Chester,30,Wales,Aston Villa,74,74,74,CB,SUB,2020
2020,C. Hourihane,Conor Hourihane,28,Republic of Ireland,Aston Villa,74,74,74,"CM, CDM",CDM,2022
2020,J. Kodjia,Jonathan Kodjia,29,Ivory Coast,Aston Villa,73,73,73,"ST, LW",SUB,2020
2020,Jota,Jota,28,Spain,Aston Villa,73,73,73,RW,SUB,2021
2020,M. Targett,Matt Targett,23,England,Aston Villa,72,81,74,"LB, LWB",SUB,2023
2020,O. Nyland,Orjan Nyland,28,Norway,Aston Villa,72,72,72,GK,RES,2021
2020,E. Konsa,Ezri Konsa,21,England,Aston Villa,70,80,72,CB,SUB,2023
2020,J. Steer,Jed Steer,26,England,Aston Villa,70,73,71,GK,SUB,2023
2020,N. Taylor,Neil Taylor,30,Wales,Aston Villa,70,70,70,LB,LB,2021
2020,H. Lansbury,Henri  Lansbury,28,England,Aston Villa,70,70,70,"CM, CDM, CAM",SUB,2021
2020,A. Elmohamady,Ahmed El Mohamady,31,Egypt,Aston Villa,70,70,70,"RB, RM",RB,2020
2020,K. Hause,Kortney Hause,23,England,Aston Villa,68,77,70,"CB, LB",SUB,2023
2020,A. Tshibola,Aaron Tshibola,24,DR Congo,Aston Villa,66,71,67,CM,RES,2020
2020,K. Davis,Keinan Davis,21,England,Aston Villa,65,76,68,ST,RES,2020
2020,C. O'Hare,Callum O'Hare,21,England,Aston Villa,60,74,63,"CM, CAM, ST",RES,2020
2020,D. Revan,Dominic Revan,18,England,Aston Villa,56,75,60,"CB, LB",RES,2020
2020,E. Suliman,Easah Suliman,21,England,Aston Villa,55,67,58,"CB, RB",RES,2020
2020,J. Clarke,Jack Clarke,20,Republic of Ireland,Aston Villa,54,68,57,"CDM, CM",RES,2020
2020,J. Ramsey,Jacob Ramsey,18,England,Aston Villa,53,76,58,"CAM, LW",RES,2022
2020,J. Cox,Jordan Cox,20,England,Aston Villa,53,69,57,"LM, LW",RES,2022
2020,C. Rowe,Callum Rowe,19,England,Aston Villa,52,67,55,CM,RES,2020
2020,R. Fraser,Ryan Fraser,25,Scotland,Bournemouth,81,83,82,LM,LM,2020
2020,N. Ake,Nathan Ake,24,Netherlands,Bournemouth,80,84,81,CB,LCB,2022
2020,C. Wilson,Callum Wilson,27,England,Bournemouth,80,81,81,ST,ST,2023
2020,J. Lerma,Jefferson Andrés Lerma Solís,24,Colombia,Bournemouth,79,83,80,"CDM, CM",LCM,2023
2020,J. King,Joshua King,27,Norway,Bournemouth,79,80,80,"CF, ST",CF,2021
2020,S. Cook,Steve Cook,28,England,Bournemouth,78,78,78,CB,RCB,2021
2020,D. Brooks,David Brooks,21,Wales,Bournemouth,77,86,79,"RM, CAM",SUB,2023
2020,L. Cook,Lewis Cook,22,England,Bournemouth,77,84,79,CM,SUB,2022
2020,A. Danjuma Groeneveld,Arnaut Danjuma Groeneveld,22,Netherlands,Bournemouth,76,84,78,LM,SUB,2024
2020,A. Smith,Adam Smith,28,England,Bournemouth,76,76,76,"RB, LB",RB,2021
2020,H. Wilson,Harry Wilson,22,Wales,Bournemouth,75,85,77,"RW, CM, RM",RM,2020
2020,A. Boruc,Artur Boruc,39,Poland,Bournemouth,75,75,75,GK,GK,2020
2020,S. Francis,Simon Francis,34,England,Bournemouth,75,75,75,"CB, RB",SUB,2020
2020,A. Begovic,Asmir Begovic,32,Bosnia Herzegovina,Bournemouth,75,75,75,GK,SUB,2020
2020,A. Surman,Andrew Surman,32,England,Bournemouth,75,75,75,CM,SUB,2020
2020,D. Gosling,Dan Gosling,29,England,Bournemouth,75,75,75,CM,SUB,2021
2020,J. Stanislas,Junior Stanislas,29,England,Bournemouth,75,75,75,"LM, RM",SUB,2021
2020,P. Billing,Philip Billing,23,Denmark,Bournemouth,74,82,76,"CM, CDM",RCM,2023
2020,Diego Rico,Diego Rico,26,Spain,Bournemouth,74,76,75,LB,RES,2022
2020,C. Mepham,Chris Mepham,21,Wales,Bournemouth,73,81,75,CB,SUB,2023
2020,J. Ibe,Jordon Ibe,23,England,Bournemouth,73,78,74,RM,SUB,2020
2020,C. Daniels,Charlie Daniels,32,England,Bournemouth,73,73,73,"LB, LWB",LB,2020
2020,D. Solanke,Dominic Solanke,21,England,Bournemouth,70,80,72,ST,SUB,2023
2020,J. Stacey,Jack Stacey,23,England,Bournemouth,70,79,72,RB,RES,2023
2020,L. Kelly,Lloyd Kelly,20,England,Bournemouth,68,84,72,"LB, CB",SUB,2023
2020,A. Ramsdale,Aaron Ramsdale,21,England,Bournemouth,68,79,71,GK,RES,2021
2020,J. Simpson,Jack Simpson,22,England,Bournemouth,67,76,69,CB,RES,2021
2020,M. Travers,Mark Travers,20,Republic of Ireland,Bournemouth,64,78,67,GK,RES,2021
2020,N. Ofoborh,Nnamdi Ofoborh,19,Nigeria,Bournemouth,62,77,65,"CM, CDM",RES,2021
2020,A. Dobre,Alexandru Dobre,20,Romania,Bournemouth,62,73,65,"LM, LW",RES,2021
2020,K. Taylor,Kyle Taylor,19,England,Bournemouth,61,73,64,"CAM, CM",RES,2022
2020,M. Butcher,Matt Butcher,22,England,Bournemouth,60,70,62,"CM, CDM, CB",RES,2020
2020,T. Cordner,Tyler Cordner,20,England,Bournemouth,59,71,62,CB,RES,2020
2020,M. Ryan,Mathew Ryan,27,Australia,Brighton & Hove Albion,80,82,81,GK,GK,2022
2020,L. Trossard,Leandro Trossard,24,Belgium,Brighton & Hove Albion,79,83,80,LW,LW,2023
2020,S. Duffy,Shane Duffy,27,Republic of Ireland,Brighton & Hove Albion,78,80,79,CB,RCB,2023
2020,L. Dunk,Lewis Dunk,27,England,Brighton & Hove Albion,78,80,79,CB,CB,2023
2020,P. Gross,Pascal Gross,28,Germany,Brighton & Hove Albion,78,78,78,"CM, CAM, RW",RW,2022
2020,D. Propper,Davy Propper,27,Netherlands,Brighton & Hove Albion,77,78,78,"CM, CDM",LCM,2021
2020,G. Murray,Glenn Murray,35,England,Brighton & Hove Albion,77,77,77,ST,ST,2020
2020,J. Locadia,Jurgen Locadia,25,Netherlands,Brighton & Hove Albion,76,79,77,"ST, LW",SUB,2022
2020,F. Andone,Florin Andone,26,Romania,Brighton & Hove Albion,76,79,77,ST,SUB,2023
2020,D. Stephens,Dale Stephens,30,England,Brighton & Hove Albion,76,76,76,"CM, CDM",RCM,2021
2020,Montoya,Martin Montoya,28,Spain,Brighton & Hove Albion,76,76,76,"RB, RWB",RWB,2022
2020,A. Mooy,Aaron Mooy,28,Australia,Brighton & Hove Albion,76,76,76,"CM, CDM",SUB,2020
2020,J. Izquierdo,Jose Izquierdo,26,Colombia,Brighton & Hove Albion,76,76,76,LW,SUB,2021
2020,N. Maupay,Neal Maupay,22,France,Brighton & Hove Albion,75,81,77,ST,SUB,2023
2020,Y. Bissouma,Yves Bissouma,22,Mali,Brighton & Hove Albion,75,81,77,"CM, CDM",SUB,2023
2020,Bernardo,Bernardo,24,Brazil,Brighton & Hove Albion,75,80,76,"LB, LWB, RB",SUB,2022
2020,S. March,Solly March,24,England,Brighton & Hove Albion,75,78,76,"LM, LWB",LWB,2022
2020,A. Jahanbakhsh,Alireza Jahanbakhsh,25,Iran,Brighton & Hove Albion,75,76,76,"RW, LW",SUB,2023
2020,A. Webster,Adam Webster,24,England,Brighton & Hove Albion,74,78,75,CB,SUB,2023
2020,G. Bong,Gaetan Bong,31,Cameroon,Brighton & Hove Albion,74,74,74,"LB, LWB",SUB,2020
2020,L. Balogun,Leon Balogun,31,Nigeria,Brighton & Hove Albion,74,74,74,"CB, RB",SUB,2020
2020,E. Schelotto,Ezequiel Schelotto,30,Italy,Brighton & Hove Albion,73,73,73,"RB, RM, RWB",RES,2020
